id,sentence,created_at,ave_sentiment,user_username
97,"RT @WorldCoal: With rapid #population growth (over seven billion people are expected to live in urban areas by 2050), the need for modern #…",2019-10-08T16:03:40.000Z,0.447721504,peabodyenergy
98,#CaseforCoal: Wyoming Governor Mark Gordon displayed his support for #coal during #EnergyDay at the Wyoming football game over the weekend. https://t.co/eOrNAbHZ3E,2019-10-02T20:35:25.000Z,0.061009586,peabodyenergy
99,"RT @WorldCoal: The world needs abundant, reliable and low cost sources of #energy to help #power economic transformation. Securing them is…",2019-10-02T20:34:33.000Z,0.225084127,peabodyenergy
100,Peabody people are helping out with a landscaping project at @Humanitri as part of our annual #FallFriday outreach. We are glad to help and support @UnitedWaySTL. https://t.co/IqVlvmPdA2,2019-10-01T20:32:59.000Z,0.209884742,peabodyenergy
101,Our @PeabodyEnergy employees were at @SaintLouisCrisisNursery as part of our annual #FallFridays community outreach. We are partnering with @UnitedWaySTL to support those who help others. #WeHelpSTL https://t.co/yewS12SuAs,2019-09-30T19:01:03.000Z,0.086246213,peabodyenergy
102,https://t.co/C2vZj7R9zP,2019-09-26T20:05:23.000Z,0,peabodyenergy
103,Peabody and CQ Rescue’s 10-year partnership brings big smiles to school yard - https://t.co/y24pkRdRDU,2019-09-25T19:09:37.000Z,0.424264069,peabodyenergy
104,"Peabody's Fall Fridays continue this week. Last week, we enjoyed the sunshine while supporting the community with @brightsidestl as part of our #WeHelpSTL support of the @UnitedWaySTL #FallFridays are fun days for Peabody people. https://t.co/1Jyd7eYYYf",2019-09-25T15:40:23.000Z,0.295162681,peabodyenergy
105,RT @WorldCoal: WCA's “Driving CCUS deployment: The pathway to zero emissions from #coal” report called for concerted #international effort…,2019-09-25T15:38:11.000Z,0,peabodyenergy
106,.@peabodyenergy's #FallFridays are underway. Volunteers supported @employmentstl last Friday as part of @UnitedWaySTL.  #WeHelpSTL https://t.co/s2fFZEWB8N,2019-09-24T15:49:04.000Z,0.102316187,peabodyenergy
107,RT @UnitedWaySTL: ❤️when our companies give back to the community through volunteering! @peabodyenergy thank you for all you do to make our…,2019-09-24T15:34:04.000Z,0.165659482,peabodyenergy
108,It was #ProjectPalooza Day at @SafeConnections Connections in St. Louis last Friday. @Peabodyenergy volunteered in support of the United Way of Greater St. Louis. Our employees are making a difference with our annual #FallFridays #WeHelpSTL initiative. https://t.co/orWTL80kyu,2019-09-23T18:56:31.000Z,0.198880752,peabodyenergy
109,.@PeabodyEnergy volunteers are assisting Guardian Angel Settlement Association  today as part of our annual #FallFridays commitment to support the community and @UnitedWaySTL. #WeHelpSTL https://t.co/LFGTE1KUSC,2019-09-20T19:13:42.000Z,0.41576092,peabodyenergy
110,RT @WorldCoal: #DidYouKnow: Nearly 70% of global #cement production is fuelled by #coal. Find out more: https://t.co/GecVhdtpKU https://t.c…,2019-09-17T15:15:52.000Z,0.078763037,peabodyenergy
111,RT @WorldCoal: #Coal is an essential #resource for meeting the challenges facing the modern world. Discover more about its role in industri…,2019-09-16T19:35:21.000Z,0.169074725,peabodyenergy
112,"Terry Jarrett: Americans Want an Affordable, Reliable Electric Grid - https://t.co/l0JqD9dsYY #CaseforCoal",2019-09-16T16:05:02.000Z,0.325,peabodyenergy
113,"RT @WorldCoal: #ICYMI: The world needs abundant, reliable and low cost sources of #energy to help #power economic transformation. Securing…",2019-09-16T15:47:40.000Z,0.219080802,peabodyenergy
114,"Peabody’s Development Program is not just a career stepping stone, it’s an opportunity to start a long-term journey with a global leader in the coal mining industry. Discover more: https://t.co/oIGLgMgHrH #LiveSafety #TeamUp https://t.co/LRvlbeEgoi",2019-09-13T19:51:22.000Z,0.154423768,peabodyenergy
115,Peabody’s employees participated in the 2019 @STLSportsCom Biz Dash 5K Run or Walk in downtown STL to promote health and wellness in the workplace. Congratulations to all that participated. #STLBizDash https://t.co/PQd8CJWwzn,2019-09-13T15:53:00.000Z,0.176063512,peabodyenergy
116,"Today is national R U OK? Day in Australia – a day to remind everyone to ask, “Are You OK?” and support people who may be struggling with life. Check out some of the scenes as our employees shared a morning tea to celebrate the day. @ruokday #RUOK https://t.co/IVwOwpDR9P",2019-09-12T19:19:06.000Z,0.144803372,peabodyenergy
117,#DYK #CaseforCoal https://t.co/qJ2FCFTvzJ,2019-09-11T19:53:00.000Z,0,peabodyenergy
118,"#Safety: Peabody’s mines rescue teams put our safety value in practice. Today, we are proud to highlight the Shoal Creek team, which finished second in the Alabama Mine Rescue Competition earlier this year. #CoalDoneRight https://t.co/sbH1PWZbwY https://t.co/gGWF6jNtfm",2019-09-10T19:06:45.000Z,0.33091684,peabodyenergy
